method	path	operation_id	tags	openapi_line
POST	/v1/data/workspaces/{workspace_id}/transfers/plan-upload	planDataUpload	[Data Workspaces]	9431
POST	/v1/data/workspaces/{workspace_id}/transfers/plan-download	planDataDownload	[Data Workspaces]	9457
POST	/v1/data/workspaces/{workspace_id}/prewarm	createDataPrewarm	[Data Workspaces]	9483
GET	/v1/data/workspaces/{workspace_id}/access	listDataWorkspaceAccess	[Data Workspaces]	9508
POST	/v1/data/workspaces/{workspace_id}/access	grantDataWorkspaceAccess	[Data Workspaces]	9527
DELETE	/v1/data/workspaces/{workspace_id}/access/{subject_type}/{subject_id}	revokeDataWorkspaceAccess	[Data Workspaces]	9553
GET	/v1/data/workspaces/{workspace_id}/grants	listDataGrants	[Data Workspaces]	9584
POST	/v1/data/workspaces/{workspace_id}/grants	createDataGrant	[Data Workspaces]	9603
POST	/v1/data/workspaces/{workspace_id}/gc/sweep	sweepDataWorkspaceGC	[Data Workspaces]	9629
POST	/v1/data/workspaces/{workspace_id}/backend-migrations	createDataBackendMigration	[Data Workspaces]	9655
POST	/v1/data/workspaces/{workspace_id}/backend-migrations/{transfer_id}/rollback	rollbackDataBackendMigration	[Data Workspaces]	9680
GET	/v1/data/transfers	listDataTransfers	[Data Workspaces]	9700
GET	/v1/data/transfers/{transfer_id}	getDataTransfer	[Data Workspaces]	9717
POST	/v1/data/transfers/{transfer_id}/refresh	refreshDataTransferAuthorization	[Data Workspaces]	9754
POST	/v1/data/transfers/{transfer_id}/checkpoint	checkpointDataTransfer	[Data Workspaces]	9773
GET	/v1/data/transfers/{transfer_id}/multipart/parts	listDataMultipartParts	[Data Workspaces]	9798
POST	/v1/data/transfers/{transfer_id}/multipart/complete	completeDataMultipartUpload	[Data Workspaces]	9822
POST	/v1/data/transfers/{transfer_id}/multipart/abort	abortDataMultipartUpload	[Data Workspaces]	9847
POST	/v1/data/transfers/{transfer_id}/complete	completeDataTransfer	[Data Workspaces]	9873
POST	/v1/data/transfers/{transfer_id}/cancel	cancelDataTransfer	[Data Workspaces]	9898
DELETE	/v1/data/grants/{grant_id}	revokeDataGrant	[Data Workspaces]	9917
GET	/v1/data/blobs/{sha256}	getDataBlob	[Data Workspaces]	9941
PUT	/v1/data/blobs/{sha256}	putDataBlob	[Data Workspaces]	10060
